date	time	label	pred	id	text
20121010	00:00:01		29	255819941675163648	photo: foreverisalwayss: bergdorfprincess: just got a manipedi. hooray for neon mint :) ur nails r fab omg... 
20121010	00:00:01		30	255819941679349761	my cousin named her baby jacarlos =\
20121010	00:00:01		31	255819941691936771	why is kyle sandilands  weight in the media at the moment? aren t there more pressing, less autonomy-shaming things to report?
20121010	00:00:01		8	255819941696139264	4 users followed me and 2 users unfollowed me today checked via  [autotweet]
20121010	00:00:01		32	255819941712908288	my life like a smoke bomb all i smoke is endo butchu can smell it out door like im smokin out door free spitta
20121010	00:00:01		8	255819941725491201	rt  god keeps blessing me. never forget to thank him.
20121010	00:00:01		33	255819941733859328	dreading to do this math homework
20121010	00:00:01		11	255819941763219456	macro photograph of broccoli 
20121010	00:00:01		34	255819941771612161	is apple s stock price overvalued? debate at  apple
20121010	00:00:01		11	255819941771624448	rt  never pass someone a cashed bowl.
20121010	00:00:01		35	255819941788405760	have you heard about the holiday inn express &amp; suites, marathon key meet the dolphins and sea turtle hotel... 
20121010	00:00:01		27	255819941792587776	diced pineapples,
20121010	00:00:01		36	255819941826134016	what you want isn t a martini. what you really want is straight vodka. shitbretsays hrtechconf
20121010	00:00:01		37	255819941834530817	man i hate typos
20121010	00:00:01		38	255819941847126016	wonder what  s thoughts are that more nhl players think weed should be legalized than nba players
20121010	00:00:01		1	255819941868093440	anyone want to take me to the spanish heritage concert on sunday? i really need to go!!!
20121010	00:00:01		39	255819941872279552	ill just get them tmrw ! :b
20121010	00:00:01		40	255819941880688640	can t believe anything they say anymore.
20121010	00:00:01		2	255819941884854272	i posted a new photo to facebook 
20121010	00:00:01		11	255819941884862464	rt  and part of growing up is realizing that everybody does not grow up with you. some are slow to mature.
20121010	00:00:01		41	255819941905850368	8:00am 17.7degc, e 17.3kmh, gust 23.4kmh, 48%, 1025.1hpa rising slowly, 0.0mm | darch weather perth north 
20121010	00:00:01		42	255819941910040576	nyc forecast thu 10/11/12 night: overcast. low temp: 48f.  ows p2 sgp
20121010	00:00:01		43	255819941926797314	rt  benghazi attack has 2 storylines. 1. security &amp; intelligence failure. some serious, if late, msm coverage. 2. cover-up ...
20121010	00:00:01		44	255819941939392513	when your dipping your cookie in the milk and the cookie decides too dive in <<
20121010	00:00:01		45	255819941939400704	retweet,  is rockin the try snapshot savings! you could save 30% on your auto ins too! 
20121010	00:00:01		46	255819941972955136	10 days till needles are going in our skinn with inkk 
20121010	00:00:01		47	255819941989720064	if anyone us thinking about giving up don t i m here for you i ve been down that road never give in and just keep your smile.
20121010	00:00:01		48	255819942002319360	rt  if a woman doesn t suck her mans dick shes just immature, simple! truth
20121010	00:00:01		49	255819942006501376	if you re wearing duke attire, i want to punch you in the face.
20121010	00:00:01		50	255819942014898176	thank you to debbie w. of pickering, on for donating a 2002 kia rio to white ribbon campaign.
20121010	00:00:01		1	255819942044241920	i honestly don t understand how bet is still on air
20121010	00:00:01		51	255819942056837120	i feel like a nobody to you ! but you stay saying i m more then that to you ! show it
20121010	00:00:01		52	255819942061019137	di biase day [mixtape] fresh dibiase - dibiase day :: get it live!  hosted by dj hustlenomics 1x
20121010	00:00:01		53	255819942073606145	at 9:54am: 23.6degc, humidity 65%, wind ene 7km/h, pressure n/a. so far: min 17.2degc, max 24.5degc, rain nil. f cast: 
20121010	00:00:01		54	255819942086193152	24 containers of calendars to unbox. now they re just getting ridiculous.  
20121010	00:00:02		55	255819945869443072	how did i miss this hilarious april fools course from  
20121010	00:00:02		56	255819945886244864	vringo vs. google: today s order re: vringo s 2nd and 3rd motions for sanctions  $goog $vrng
20121010	00:00:02		2	255819945898815488	just posted a photo 
20121010	00:00:03		11	255819945903013888	"""she has a lot of spunk,"" said lucy s dad. welcome to the world, lucy! babyofthe week "
20121010	00:00:02		57	255819945903017985	longer term payday advance loans. 100 days to repay. up to $1,500 in one hour. no faxing &amp; 100% online. 
20121010	00:00:02		58	255819945911386112	this diced pinapples viideo &gt;&gt;&gt; (:
20121010	00:00:02		59	255819945919774720	drake really kills every hook, doesn t matter what song !
20121010	00:00:02		60	255819945932357632	walmart awards $7.7m to  to expand jobs program for women  philanthropy
20121010	00:00:02		27	255819945936568321	this diced pineapples video is nice.
20121010	00:00:02		27	255819945940766720	rt  diced pineapples on repeat
20121010	00:00:02		61	255819945949138944	tsa issues area forecast discussion (afd) 
20121010	00:00:02		62	255819945953357824	i liked a  video from   minecraft mindcrack - s3e353 - slow poke farming with beef
20121010	00:00:02		27	255819945965928448	rt  how to encourage readers to stay on your blog
20121010	00:00:02		8	255819945995300864	today, i am thankful for all the good people in my life, and the bad. to the bad ones- you have shown me exactly who i wish never to become.
20121010	00:00:02		63	255819945999466496	like if you want this to be your shoe closet! we know we do! 
20121010	00:00:02		1	255819946007875586	yes! new 30 rock episodes on netflix!:)
20121010	00:00:02		64	255819946016260096	"do you know what ""being done with edits"" rhymes with? wine. ofcourse"
20121010	00:00:02		65	255819946016272385	"the song ""save us"" by helloween is actually about chuck norris."
20121010	00:00:02		66	255819946020442113	all i do is win no matter what!
20121010	00:00:02		67	255819946024640512	106 &amp; park voucher instant savings on select panasonic blu-ray players 
20121010	00:00:02		11	255819946028826625	rt  then we fuck all night till things get right ;)
20121010	00:00:02		11	255819946033020928	i m terrified of never being good enough.
20121010	00:00:02		11	255819946033049601	" rt "" why is she soo sick"""
20121010	00:00:02		68	255819946037231616	02:00:01 up 21 days, 17:24,  0 users,  load average: 0.00, 0.00, 0.00
20121010	00:00:02		69	255819946049810433	,cydney abt to get wrapped,packed ,and slapped tf out of !
20121010	00:00:02		70	255819946062393344	i go to nature to be soothed and healed, and to have my senses put in order. ~john burroughs
20121010	00:00:02		71	255819946087571457	tech verizon to activate 21 new 4g lte markets on oct. 18  onlireeks
20121010	00:00:02		72	255819946095939584	wow i actually wanna cry
20121010	00:00:02		8	255819946100142081	rt  me &amp; oomf used to be like :) &amp; &lt;3, but now we re like (-_-) &amp; ...
20121010	00:00:02		73	255819946112720898	flavorpill gel is an event-planning service that lets you rally your friends to fun  via 
20121010	00:00:02		74	255819946121121792	that shii was jst too funny !!! lmaooo !!!
20121010	00:00:02		75	255819946137878528	rebel wilson plans new universal comedy 
20121010	00:00:02		11	255819946150477824	rt  today is the last day to register to vote i hope everybody is registered yourvotecounts
20121010	00:00:02		76	255819946154676224	chief keef fuck my birthday bitch! i need more cake! yowww
20121010	00:00:02		77	255819946171441152	breakfast with cat errrgh
20121010	00:00:02		78	255819946175655937	i just want it all back.
20121010	00:00:02		2	255819946188210177	i posted a new photo to facebook 
20121010	00:00:02		27	255819946188222464	diced pineapples has slowly grew on me after hearing it so much
20121010	00:00:02		79	255819946192424961	i m at the ledge (athens, oh) 
20121010	00:00:02		11	255819946192433152	rt  both of your tweets are about each other. shush
20121010	00:00:02		80	255819946196598784	next time i got the munchies ima head down to kds family restaraunt good stuff
20121010	00:00:02		81	255819946196606977	it s pajama time! good night bobochoses   
20121010	00:00:02		82	255819946196611073	sometimes i have those thoughts...
20121010	00:00:02		83	255819946221768705	vancouver money: metro vancouver housing starts strong despite slowing sales  via 
20121010	00:00:02		84	255819946225971201	people need to know it s easier said than done
20121010	00:00:02		85	255819946238550017	yeah, we all know why we loved black widow in the avengers movie. 
20121010	00:00:02		27	255819946242744320	lmao what if rick ross started dancin?
20121010	00:00:03		8	255819946255331328	does this make me look tough? shots 
20121010	00:00:02		75	255819946259542016	rebel wilson plans new universal comedy 
20121010	00:00:02		2	255819946263736321	just posted a photo  @ ferry building 
20121010	00:00:02		86	255819946267930624	yummm. doesn t a sandwich from jerry s sound good!?
20121010	00:00:02		1	255819946280484864	new event: benson (360 club) at the library, leeds on friday 2nd november 
20121010	00:00:02		87	255819946280488960	i just entered to win 100 fresh and fun handmade cards from  &amp;  
20121010	00:00:02		88	255819946280488961	i was wrong and childish
20121010	00:00:02		89	255819946284687360	i want some hot wings and fries 
20121010	00:00:03		11	255819950072164352	rt  all  has done since getting slammed in debate is defend big bird and call  a liar over taxes. p ...
20121010	00:00:03		90	255819950088921088	"yoko ono: ""it s too soon to talk about mark david chapman"" (video) "
20121010	00:00:03		3	255819950093123584	no one can feel as helpless as the owner of a sick goldfish.
20121010	00:00:03		1	255819950114107393	now on eve radio talk : bigcountry - next at 0300 gmt : available ertnowandnext
20121010	00:00:03		15	255819950118289408	wind 0.0 mph ---. barometer 30.07 in, steady. temperature 64.0 degf. rain today 0.00 in. humidity 72%
20121010	00:00:03		91	255819950130884609	my head feels so yuck, chill with my puppy and watch some tv? sounds good. mansbestfriend puppy
20121010	00:00:03		11	255819950139265024	rt  imagine if we got lil wayne to tweet daniel for his birthday, i ve tried alone before but if we all tried i bet he would.
20121010	00:00:03		15	255819950143467520	wind 2.2 mph n. barometer 1021.2 mb, falling slowly. temperature 9.5 degc. rain today 0.0 mm. humidity 85%
20121010	00:00:03		92	255819950151839744	does pickiness pay? 
20121010	00:00:03		93	255819950160216064	at 01:00 7.8degc, wind:0.0mph (---), pressure:1017.8hpa (falling slowly), rain:0.0mm, humidity:86% cheadle weather
20121010	00:00:03		27	255819950172823553	watch everybody going be putting diced pineapples in they ciroc
20121010	00:00:03		11	255819950176997376	"rt  knowing your audience -  - ""god bless you. may the force be with you."" nytm"
20121010	00:00:03		94	255819950177017857	"rt  ""don t hesitate in taking risks and testing out an idea that you re passionate about."" -jennifer hyman quote"
20121010	00:00:03		95	255819950185385986	they said eating a nice big piece of pizza is like lifting you above the abundant sadness, negativity and despair... 
20121010	00:00:03		1	255819950193799168	i bet if chicken could voice their opinions, they d say that they hate black people on a whole 
20121010	00:00:03		96	255819950206357506	looking for travel buddies! puerto rico winter break 2014  by vickicup
20121010	00:00:03		97	255819950210576385	rt  gangnam style - spikey mike / dapitbull / madison alamia / no bonez smith:  via  enjoy! lo ...
20121010	00:00:03		27	255819950214750209	am i the only person that doesn t like diced pineapples ?
20121010	00:00:03		11	255819950214770689	2 of my classes were canceled how freaking great.!
20121010	00:00:03		98	255819950231527424	that awkward moment when someone you deleted off facebook tries to add you again.
20121010	00:00:03		99	255819950235738113	rt  private practice video interview: how will violet grieve pete s death  via 
20121010	00:00:03		11	255819950244114432	rt  sectional champs :)
20121010	00:00:03		100	255819950260887553	american greetings is hiring in washington pa for team member  job 
20121010	00:00:03		8	255819950273478656	rt  me and my son just watched the movement get televised. hood rich hoodrichanthem longlivethehustle  histo ...
20121010	00:00:03		3	255819950273482752	bord as hell prolly jus go lay it down for a minute.
20121010	00:00:03		6	255819950323793920	so much class smh
20121010	00:00:03		101	255819950374133760	""" i don t regret my past. i just regret the time i ve wasted with the wrong people."""
20121010	00:00:03		3	255819950374154241	shoutoutto  for being my boy and for being chill as shit we needa get up soon followhim
20121010	00:00:03		1	255819950378323969	heaven is...hearing firstclassbroads   &amp;  affirm life on this...  
20121010	00:00:03		30	255819950382538752	my baby cousin is so adorable!
20121010	00:00:03		11	255819950382542848	"""  yep be busy today. hbu?"" im always busy, even when i m not busy! lol mom = jack of all trades !"
20121010	00:00:03		11	255819950407680000	somnium animation | the official homepage of somnium animation 
20121010	00:00:03		11	255819950411894784	lol at justin bieber playing beer pong.
20121010	00:00:03		102	255819950416068608	people say   you dont know what you have til its gone   some are to stupid to even realize what they lost when it is gone !
20121010	00:00:03		11	255819950420283393	50 years of james bond in 24 posters   (via 
20121010	00:00:03		103	255819950420287489	longer wait times expected. ontario drs get pay cut not freeze. taxed 35-40% already and 20-30% overhead. 
20121010	00:00:03		11	255819950424461312	rt  download, print, put it in the mail: your three easy steps to register to vote today.  reg to vote
20121010	00:00:03		104	255819950428655616	not like my bio ain t full enough
20121010	00:00:03		9	255819950428676096	wale killed that shit
20121010	00:00:03		105	255819950441238528	homer bailey continues to paint corners in game 3 of the nlds. 1 hit 10 k through 7 innings! reds
20121010	00:00:03		11	255819950441254912	rt  it s only tuesday...seriously??
20121010	00:00:03		106	255819950462205952	so smooth &amp; clean... 2nd gen &lt;3 
20121010	00:00:03		107	255819950462234624	just beat ceirra ahh!
20121010	00:00:04		108	255819954258067456	reminder beetle wants you to set your alarm for portsbkfstclub tomorrow!  648dontbelate
20121010	00:00:04		109	255819954262245376	sometimes you gotta fall before you fly.
20121010	00:00:04		27	255819954270650368	damn yu still on dat lml rt  seen my instacrush in her security uniform today.
20121010	00:00:04		110	255819954283233280	ugh. i hate this ser and estar stuff.
20121010	00:00:04		111	255819954304212994	forex pips bag has closed a eurusd sell trade at 1.28602 for 89.1 pips profit... visit  for live performance
20121010	00:00:04		112	255819954312593408	sean paul album tomahawk technique shows weak u.s. sales -  
20121010	00:00:04		113	255819954320994305	ready for a change. now.
20121010	00:00:04		114	255819954333556737	pretty cool squidoo lens: where to buy microsoft surface tablets 
20121010	00:00:04		27	255819954337755137	rt  i don t see how people can move on like nothing
20121010	00:00:04		115	255819954337771520	six things that joe biden, paul ryan must do in their vp debate: historically, says emory university debate coach... 
20121010	00:00:04		98	255819954358734850	wale tries to be the coolest person but its weird when you know just how awkward he really is
20121010	00:00:04		116	255819954367107072	alleged anti-islam filmmaker back in court, new name   us news
20121010	00:00:04		11	255819954371313666	then we fuck all night till things get righttt..
20121010	00:00:04		11	255819954375520256	go look at my two tweets before this one .. rt  not that he talked about gabz head&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;
20121010	00:00:04		1	255819954379710464	i could seriously go to sleep right now but i m waiting on my bestfriend to come back over. bleh :p
20121010	00:00:04		11	255819954388086784	rt  i wanna rock &amp; roll all night, and party everyday! 
20121010	00:00:04		11	255819954388086785	"rt  knowing your audience -  - ""god bless you. may the force be with you."" nytm"
20121010	00:00:04		117	255819954400665600	motorola universal dual-charging portable power pack binho hot deals 
20121010	00:00:04		118	255819954409054208	a real bad bitch ain t wit the shit
20121010	00:00:04		1	255819954417446912	did they just say tyler wilson in a car accident?? wtf is going on this season?
20121010	00:00:04		11	255819954438418433	": ""   tabata new curse word. prowler sprint"" just accept it."" and learn to love it lol"
20121010	00:00:04		119	255819954446815232	i really just want to get this accounting exam over with
20121010	00:00:04		8	255819954513928192	2 users followed me and one user unfollowed me today checked via  [autotweet]
20121010	00:00:04		8	255819954522316800	the heat in my house is broken... you have got to be kidding me -_-
20121010	00:00:04		120	255819954539077633	we d have cute kids.
20121010	00:00:04		121	255819954539085826	got to see  and   miss you too!! great little surprise! missyall
20121010	00:00:04		122	255819954543284224	-listening to forest gump. frank ocean.!
20121010	00:00:04		123	255819954547466240	""" davien jah el butler is here!!! :) 6:07 pm 8lbs 11 ounces!!! proud mommy!!!"" yay congrats and finally"
20121010	00:00:04		11	255819954551656448	rt  jcolenation: j. cole is nominated for 2 american music awards 
20121010	00:00:04		3	255819954568437761	"rt  10x 2   so having pink lips could be as a result of too much pussy eating??"""
20121010	00:00:04		124	255819954572652544	i m the man this year
20121010	00:00:04		125	255819954589421572	monkeys are fuckin bosses 
20121010	00:00:04		15	255819954601996288	wind 1.8 mph ene. barometer 1015.1 hpa, falling slowly. temperature 10.2 &amp;deg;c. rain today 0.0 mm. humidity 89%. f2.
20121010	00:00:04		126	255819954610372608	ireally think im not into him todaee !
20121010	00:00:04		58	255819954622963712	rt  the chick from the diced pineapple video &gt;&gt;&gt;&gt;&gt;&gt;&gt; 
20121010	00:00:04		127	255819954652327937	i ll just stop being cute and hinting towards it all and just let it go.
20121010	00:00:04		128	255819954664898561	oh hell naw dont be pushin my man in water !
20121010	00:00:04		129	255819954664927232	i ain t callin niggas bro no more , i ain t got no bros
20121010	00:00:05		11	255819958460743680	"rt  "" weakness is not a reason but weakness is an excuss to those who can t finish the drill"""
20121010	00:00:05		130	255819958460764160	i hate akron s chairs.
20121010	00:00:05		131	255819958473338881	finally. got that off twitter. sorry everyone.
20121010	00:00:05		8	255819958485921792	i cannot leave until this thing is done. mah lady needs me. where has time been going? ergh...
20121010	00:00:05		0	255819958511104001	it is what it is . idgaf lmao .
20121010	00:00:05		132	255819958519480320	3wordsaftersex let s go again
20121010	00:00:05		11	255819958536261632	rt  so stoked for next week homecomingweek
20121010	00:00:05		133	255819958540451841	georgia got that ass woup by south carolina lmao
20121010	00:00:05		134	255819958553038848	home from work. but gotta switch over and start program writing. gotta teach personal space and asking 4 help. lots to do. autism aba
20121010	00:00:05		1	255819958565601280	lil bro need to come on dang
20121010	00:00:05		135	255819958573993986	royal blue lampwork glass beaded bracelet by glitterfrogdesigns... 
20121010	00:00:05		136	255819958578208768	t.rextasy , thur 01 nov/12,  at o2academy liverpool in liverpool ... 
20121010	00:00:05		11	255819958586593280	english is horrible... all because of william shakespeare thanks 
20121010	00:00:05		137	255819958590767104	the creeps are out at walmart tonight...#awkward
20121010	00:00:05		8	255819958590775297	when people ask me is she dtf ? i just look at them
20121010	00:00:05		138	255819958599163904	drake sexy ass 
20121010	00:00:05		11	255819958624333825	new image of ipm model management - sara 
20121010	00:00:05		11	255819958636908544	i need some more hoodies, all of the ones i own now are my ex boyfriends. fml
20121010	00:00:05		139	255819958641123329	marissa we know how too.count ... thankss
20121010	00:00:05		8	255819958645317632	you can get what you want... but you cant get me
20121010	00:00:05		140	255819958645321728	""" i text you because i want to have a conversation with you, not to be pissed off &amp; get my day ruined."" i always ruin my day."
20121010	00:00:05		11	255819958645321729	speaking of bad editing jobs, nice profile pic
20121010	00:00:05		141	255819958666293248	i ll do what it takes till i touch the sky
20121010	00:00:05		11	255819958695645184	rt  i put a mini fridge in my room greatdecision
20121010	00:00:05		142	255819958699823105	standing room crowd for quist/walz debate in mankato. announcer says more than 350 people. beginning any minute. 
20121010	00:00:05		11	255819958716600320	the mind of a child is where the revolution begins
20121010	00:00:05		143	255819958724988928	i won t let you down, i swear this time i mean it.
20121010	00:00:05		8	255819958737584128	just me and my girlfriend-
20121010	00:00:05		144	255819958737592321	too young to be stressing
20121010	00:00:05		145	255819958745968641	irritated like a bitch ,
20121010	00:00:05		146	255819958750150656	revitalize marc records for the millennials
20121010	00:00:05		147	255819958754373632	rt  a great addition to an already incredible event! rt  dalai lama wearing a  visor onceinalifetime o ...
20121010	00:00:05		148	255819958766927873	do we wear blue or black tomorrow?
20121010	00:00:05		11	255819958783705088	rt  nananananananananananananananananananana
20121010	00:00:05		149	255819958783721472	uggs &amp; sweats  and yes i know the jets suck  
20121010	00:00:05		150	255819958787899392	everyday you wait, is another day you won t get back
20121010	00:00:05		11	255819958787899393	don t miss your chance to win the $200 prize of winner s choice giveaway via  &amp; pinkninjamedia 
20121010	00:00:05		50	255819958796304385	what do you think of kingsley?(sacrcasm-free zone). ( live on 
20121010	00:00:05		151	255819958800506883	stacking, xbox 360 - 600 ms points 
20121010	00:00:05		152	255819958804692993	idc. ima always be high with my shit together! 
20121010	00:00:05		11	255819958804701184	long day of work clockingout
20121010	00:00:05		11	255819958842454017	rt  lack of sleep can lead to an increased desire for sex and substance abuse.
20121010	00:00:05		11	255819958863396864	rt  fuck what people be talkin bout rick ross is the shit and he know it!
20121010	00:00:05		153	255819958867603457	i want some butter pecan ice cream from braums random
20121010	00:00:05		8	255819958867607552	or don t text me back bruhh -_-
20121010	00:00:06		154	255819962646667265	she ain t my girl&lt;/3
20121010	00:00:06		155	255819962646667267	sunset beach, en costa rica.?hermoso no creen? 
20121010	00:00:06		156	255819962659266561	i ll be right back jhoana s followers katelyn
20121010	00:00:06		113	255819962663464961	i got my food ready for the awards 
20121010	00:00:06		1	255819962697003009	i unlocked the the voice: the battles premiere, part 2 sticker on get glue! 
20121010	00:00:06		157	255819962697003010	every family has dysfunction
20121010	00:00:06		138	255819962709602304	drake killing the music industry 
20121010	00:00:06		158	255819962713767936	i wish i had some company,, but ig i will type a paper or three
20121010	00:00:06		159	255819962717982720	can t wait till tomnorow
20121010	00:00:06		160	255819962726379520	i m at sainos  home 
20121010	00:00:06		161	255819962734755840	"""  that s not nice :(""  i told ya ll"
20121010	00:00:06		1	255819962759921664	i wish i had somebody to take all my frustrations out on right now...
20121010	00:00:06		11	255819962785071104	30 seconds rt  one minute... linkedinchat
20121010	00:00:06		8	255819962785091584	a simple stat  via 
20121010	00:00:06		8	255819962785095681	rey bake me some brownies ,  ^_^
20121010	00:00:06		11	255819962797658112	life is full of fake people. before you decide to judge them, make sure you re not one of them.
20121010	00:00:06		11	255819962797678592	"rt  teacher: ""stop clicking your pens"" class: click, click, click, click ... click"
20121010	00:00:06		11	255819962814455808	i can imagine cuddling with someone in front of my fireplace :3
20121010	00:00:06		11	255819962822840320	rt  great call with  - this kid is competitive, hard working, and very driven! winner
20121010	00:00:06		162	255819962835423233	the toughest acting chicks be the biggest crybabies.
20121010	00:00:06		27	255819962885750784	rt  front row seats to the greatest concert on earth. i feel like the luckiest dad/ husband that ever lived,  ...
20121010	00:00:06		27	255819962889936897	this diced pineapples video is dried sperm
20121010	00:00:06		1	255819962889953280	i m surprised i even have pinky toes left considering i stub them on everything
20121010	00:00:06		163	255819962906718208	(fingers crossed) please don t go out comcast box please please
20121010	00:00:06		50	255819962906726400	mark hughes is refusing to let any of his qpr fringe stars go out on loan: championship clubs have shown interest in... 
20121010	00:00:06		164	255819962919317506	belt is swimming rattled
20121010	00:00:06		11	255819962948665344	rt  asshole nation
20121010	00:00:06		165	255819962948665345	haters are the motivators
20121010	00:00:06		166	255819962948673536	parenthood is such a good film!
20121010	00:00:06		167	255819962957041664	her mission: to increase access to healthy, sustainable and affordable food on the ua campus 7pm pst 
20121010	00:00:06		8	255819962969620480	"rt  every family has ""the drunk"" relative, which is probably me."
20121010	00:00:06		8	255819962982215681	calixte thought to take u through the night does always make me laugh
20121010	00:00:06		168	255819963032563712	my tweeted times  - top stories by weejeemedia, debpenner, richardkrawczyk
20121010	00:00:06		11	255819963049336833	rt  look at the cat drinking milk outta the goddamn bowl. get out the bowl! *kevin hart voice*
20121010	00:00:06		11	255819963053527040	rt  i might flirt  , but ik who im tellin i love at the end of the night 
20121010	00:00:07		169	255819966845173762	get down or lay down, its that simple...#rnr#rich in a rush
20121010	00:00:07		11	255819966857756672	rt  back in my day icarly was a little bitch named megan.
20121010	00:00:07		11	255819966870327296	rt  had the absolute best weekend. i love my friends they re the best. 
20121010	00:00:07		11	255819966882930688	rt  if your girlfriend is pretty &amp; alot of guys want her, thats another reason to treat her right. at least you got ...
20121010	00:00:07		170	255819966887112705	photo by sherry j. : red berries galore | gather 
20121010	00:00:07		171	255819966903906305	focus | romney s five wars 
20121010	00:00:07		172	255819966937432065	bright red lipstick on really pale girls... few pull it off, and then few look like they ve made a terrible decision that day.
20121010	00:00:07		1	255819966975193088	to get on a higher tree, gone have to climb a sequoia hol  ^^^
20121010	00:00:07		113	255819966979391489	its that time for the awards tho
20121010	00:00:07		173	255819967008747522	missin the awards bcus i decided to ride w/ mi mom :(
20121010	00:00:07		159	255819967017136128	can t wait until december 4th!
20121010	00:00:07		174	255819967033925632	if you put up your christmas tree in october your a fag
20121010	00:00:07		175	255819967046492160	going to bed soon, really not in a good mood.
20121010	00:00:07		11	255819967046492161	lol naw i doubt that u fake af
20121010	00:00:07		1	255819967046508544	windows down on truck o shit its raining
20121010	00:00:07		11	255819967059075074	rt   helll yeahhh lmfaooo
20121010	00:00:07		11	255819967067455488	apple should pay a fine of $ 2.25 million for misleading advertising - 
20121010	00:00:07		27	255819967084232704	rt   naw yu got 7 kids by rick ross . one for every roll on his stomach .
20121010	00:00:07		1	255819967088451584	no cable so imma watch the bet hip hop awards on twitter...
20121010	00:00:07		176	255819967096840192	i had homework but i guess i don t now. b5cookie
20121010	00:00:07		11	255819967105232897	rt  if i apologize for something don t keep talking my head off about it.
20121010	00:00:07		8	255819967121997824	a night with my boy is always enough to make me feel the best truelove
20121010	00:00:07		177	255819967142957056	about travelling: : african international airways 
20121010	00:00:07		11	255819967142969344	rt  when we fuck all night till things get right&gt;&gt;&gt;&gt;&gt;
20121010	00:00:07		8	255819967151357953	sea glass jewelry set by stecky87  via  handmade etsy
20121010	00:00:07		178	255819967159734274	sad my nigga techn9ne isn t cyphering this time !
20121010	00:00:07		179	255819967163949056	boost response and customer confidence with an affordable turbo or high... learn more:  websitetraffic seo marketing
20121010	00:00:07		27	255819967172333568	"rt  yo  more ""diced pineapples"" tracks and less whatever the fuck u thought u were doin on that ""black bar mi ..."
20121010	00:00:07		180	255819967172337665	havnt talkd to my bestfriend in 3 days
20121010	00:00:07		181	255819967180713985	27% off (was ps19.95-now ps14.50) casall pilates dvd level 2 - store:simplysweat
20121010	00:00:07		182	255819967197487104	gotta love getting vinyl in the mail!!! 
20121010	00:00:07		11	255819967201689601	rt   its all about who is in the public eye..but how do u get in the public eye if no ever gives you the time ...
20121010	00:00:07		1	255819967201689602	it smell like beer and old ppl on this bus
20121010	00:00:07		0	255819967222652929	i think... or was it the other way around.
20121010	00:00:07		11	255819967235252225	rt  literally hate mrs hamilton for this project
