	id	text	created_at	label
48	255819937841561600	The Cranes Dance gets tested! (By me, and I was lenient.) http://t.co/CO3kYxAP	Wed Oct 10 00:00:00 +0000 2012	
49	255819937657016320	I need this class tonight.	Wed Oct 10 00:00:00 +0000 2012	
50	255819937891901440	#picstitch I hate when my baby sick but he's being such a big boy taking his treatments  http://t.co/fwdMsrvk	Wed Oct 10 00:00:00 +0000 2012	
51	255819941712908288	My life like a smoke bomb all i smoke is endo butchu can smell it out door like im smokin out door #FreeSpitta	Wed Oct 10 00:00:01 +0000 2012	
52	255819937665396736	Wale gets the hoes man	Wed Oct 10 00:00:00 +0000 2012	
53	255819946095939584	Wow I actually wanna cry	Wed Oct 10 00:00:02 +0000 2012	
54	255819945903017985	Longer Term Payday Advance Loans. 100 Days to Repay. Up to $1,500 in ONE Hour. No Faxing &amp; 100% Online. http://t.co/j9UrghzS	Wed Oct 10 00:00:02 +0000 2012	
55	255819946028826625	RT @Juss_FollowMee: Then We Fuck All Night Till Things Get Right ;)	Wed Oct 10 00:00:02 +0000 2012	
56	255819941905850368	8:00am 17.7°C, E 17.3kmh, Gust 23.4kmh, 48%, 1025.1hPa Rising slowly, 0.0mm | Darch Weather #Perth North http://t.co/gYVbtTrh	Wed Oct 10 00:00:01 +0000 2012	
57	255819946100142081	RT @_ShestheBOSS_: Me &amp; #oomf used to be like :) &amp; &lt;3, but now we're like (-_-) &amp; ...	Wed Oct 10 00:00:02 +0000 2012	
58	255819942044241920	I honestly don't understand how BET is still on air	Wed Oct 10 00:00:01 +0000 2012	
59	255819942061019137	#DiBiaseDay [Mixtape] Fresh DiBiase - DiBiase Day :: Get It LIVE! http://t.co/b8UW9ey0 Hosted By DJ Hustlenomics 1x	Wed Oct 10 00:00:01 +0000 2012	
60	255819941989720064	If anyone us thinking about giving up don't I'm here for you I've been down that road never give in and just keep your smile.	Wed Oct 10 00:00:01 +0000 2012	
61	255819945995300864	Today, I am thankful for ALL the good people in my life, and the bad. To the bad ones- you have shown me exactly who I wish never to become.	Wed Oct 10 00:00:02 +0000 2012	
62	255819941926797314	RT @brithume: Benghazi attack has 2 storylines. 1. security &amp; intelligence failure. Some serious, if late, MSM coverage. 2. Cover-up ...	Wed Oct 10 00:00:01 +0000 2012	
63	255819945949138944	TSA issues Area Forecast Discussion (AFD) http://t.co/t2zQw45a	Wed Oct 10 00:00:02 +0000 2012	
64	255819946062393344	I go to nature to be soothed and healed, and to have my senses put in order. ~John Burroughs	Wed Oct 10 00:00:02 +0000 2012	
65	255819946150477824	RT @Roscoedash: Today is the last day to register to vote I hope EVERYBODY is registered #yourvotecounts	Wed Oct 10 00:00:02 +0000 2012	
66	255819941910040576	NYC forecast Thu 10/11/12 night: Overcast. Low temp: 48F.  #OWS #p2 #sgp	Wed Oct 10 00:00:01 +0000 2012	
67	255819945999466496	Like if you want this to be YOUR shoe closet! We know we do! http://t.co/lica97WF	Wed Oct 10 00:00:02 +0000 2012	
68	255819945911386112	This Diced Pinapples Viideo &gt;&gt;&gt; (:	Wed Oct 10 00:00:02 +0000 2012	
69	255819946016272385	"The song ""Save Us"" by Helloween is actually about Chuck Norris."	Wed Oct 10 00:00:02 +0000 2012	
70	255819946137878528	Rebel Wilson Plans New Universal Comedy http://t.co/NIKhoYFQ	Wed Oct 10 00:00:02 +0000 2012	
71	255819945936568321	this diced pineapples video is nice.	Wed Oct 10 00:00:02 +0000 2012	
72	255819945965928448	"RT @GuideAndNews How To Encourage Readers To Stay On Your Blog
http://t.co/EnJ3Trta"	Wed Oct 10 00:00:02 +0000 2012	
73	255819942014898176	Thank you to Debbie W. of Pickering, ON for donating a 2002 Kia Rio to White Ribbon Campaign.	Wed Oct 10 00:00:01 +0000 2012	
74	255819942056837120	I feel like a nobody to you ! But you stay saying I'm more then that to you ! #ShowIt	Wed Oct 10 00:00:01 +0000 2012	
75	255819941972955136	10 days till needles are going in our skinn with inkk 💉💉💉😊😊😊@ThatssoDomm	Wed Oct 10 00:00:01 +0000 2012	
76	255819945919774720	Drake really kills every hook, doesn't matter what song !	Wed Oct 10 00:00:02 +0000 2012	
77	255819946121121792	That shii was jst too funny !!! LMAOOO !!!	Wed Oct 10 00:00:02 +0000 2012	
78	255819941939400704	Retweet, @SJBlahBlahBlog is #Rockin the #TrySnapshot Savings! You Could Save 30% on Your Auto Ins TOO! http://t.co/CYUxnJu7	Wed Oct 10 00:00:01 +0000 2012	
79	255819945940766720	RT @Branny_Bran: Diced pineapples on repeat	Wed Oct 10 00:00:02 +0000 2012	
80	255819945953357824	I liked a @YouTube video from @GuudeLP http://t.co/amPT1cws Minecraft MindCrack - S3E353 - Slow Poke Farming with Beef	Wed Oct 10 00:00:02 +0000 2012	
81	255819945898815488	Just posted a photo http://t.co/Ip4pYqH9	Wed Oct 10 00:00:02 +0000 2012	
82	255819945932357632	Walmart Awards $7.7M to @GoodwillIntl to Expand Jobs Program for #Women http://t.co/LlF7naEv #philanthropy	Wed Oct 10 00:00:02 +0000 2012	
83	255819945903013888	"""She has a lot of spunk,"" said Lucy’s dad. Welcome to the world, Lucy! #BabyoftheWeek http://t.co/oBb3xsSi"	Wed Oct 10 00:00:03 +0000 2012	
84	255819942006501376	If you're wearing Duke attire, I want to punch you in the face.	Wed Oct 10 00:00:01 +0000 2012	
85	255819946033020928	I'm terrified of never being good enough.	Wed Oct 10 00:00:02 +0000 2012	
86	255819946087571457	#Tech Verizon to Activate 21 New 4G LTE Markets on Oct. 18 http://t.co/IL0QlzMi #Onlireeks	Wed Oct 10 00:00:02 +0000 2012	
87	255819942002319360	RT @SexualTruth: If a woman doesn't suck her mans dick shes just immature, simple! #Truth	Wed Oct 10 00:00:01 +0000 2012	
88	255819946020442113	All I do is win no matter what!	Wed Oct 10 00:00:02 +0000 2012	
89	255819946033049601	💔😣 RT “@22jdavis: Why is she soo sick😔”	Wed Oct 10 00:00:02 +0000 2012	
90	255819946049810433	,cydney abt to get wrapped,packed ,and slapped tf out of !	Wed Oct 10 00:00:02 +0000 2012	
91	255819945886244864	Vringo Vs. Google: Today's Order Re: Vringo's 2nd And 3rd Motions For Sanctions http://t.co/e271LIzi $GOOG $VRNG	Wed Oct 10 00:00:02 +0000 2012	
92	255819946007875586	Yes! New 30 Rock episodes on Netflix!:)	Wed Oct 10 00:00:02 +0000 2012	
93	255819942086193152	24 containers of calendars to unbox. Now they're just getting ridiculous.  http://t.co/rqQrwnvG	Wed Oct 10 00:00:01 +0000 2012	
94	255819946024640512	106 &amp; Park #Voucher Instant Savings on Select Panasonic Blu-ray Players http://t.co/Yf8UYnlf	Wed Oct 10 00:00:02 +0000 2012	
95	255819945869443072	How did I miss this hilarious April Fools course from @codeschool? http://t.co/5whYm2SA	Wed Oct 10 00:00:02 +0000 2012	
96	255819941939392513	When Your Dipping Your Cookie In The Milk And The Cookie Decides Too Dive In «	Wed Oct 10 00:00:01 +0000 2012	
97	255819946037231616	02:00:01 up 21 days, 17:24,  0 users,  load average: 0.00, 0.00, 0.00	Wed Oct 10 00:00:02 +0000 2012	
98	255819942073606145	AT 9:54am: 23.6°C, Humidity 65%, Wind ENE 7km/h, Pressure n/a. SO FAR: Min 17.2°C, Max 24.5°C, Rain nil. F'CAST: @weather_bris	Wed Oct 10 00:00:01 +0000 2012	
99	255819946112720898	Flavorpill GEL Is An Event-Planning Service That Lets You Rally Your Friends To Fun http://t.co/MzOuQ96i via @techcrunch	Wed Oct 10 00:00:02 +0000 2012	
100	255819946016260096	"Do you know what ""being done with edits"" rhymes with? WINE. #ofcourse"	Wed Oct 10 00:00:02 +0000 2012	
101	255819950231527424	That awkward moment when someone you deleted off Facebook tries to add you again.	Wed Oct 10 00:00:03 +0000 2012	
102	255819950193799168	I bet if chicken could voice their opinions, they'd say that they hate black people on a whole 	Wed Oct 10 00:00:03 +0000 2012	
103	255819950323793920	So much class smh	Wed Oct 10 00:00:03 +0000 2012	
104	255819950374154241	#shoutoutto @eric_basso69 for being my boy and for being chill as shit we needa get up soon #followhim	Wed Oct 10 00:00:03 +0000 2012	
105	255819946225971201	People need to know it's easier said than done	Wed Oct 10 00:00:02 +0000 2012	
106	255819946192424961	I'm at The Ledge (Athens, OH) http://t.co/jMyXQgbp	Wed Oct 10 00:00:02 +0000 2012	
107	255819946284687360	I want some hot wings and fries 🍗🍟	Wed Oct 10 00:00:02 +0000 2012	
108	255819950420283393	50 Years Of James Bond In 24 Posters http://t.co/5BRghpWt  (via @buzzfeed)	Wed Oct 10 00:00:03 +0000 2012	
109	255819946196611073	Sometimes I have those thoughts...	Wed Oct 10 00:00:02 +0000 2012	
110	255819946280488960	I just entered to #win 100 Fresh and Fun Handmade Cards from @NorthLightBooks &amp; @FreeXmasCrafts http://t.co/plSEUz5n	Wed Oct 10 00:00:02 +0000 2012	
111	255819950441238528	Homer Bailey continues to paint corners in game 3 of the NLDS. 1 hit 10 K through 7 innings! #Reds	Wed Oct 10 00:00:03 +0000 2012	
112	255819950088921088	"Yoko Ono: ""It's too soon to talk about Mark David Chapman"" (VIDEO) http://t.co/4DEBLdLe"	Wed Oct 10 00:00:03 +0000 2012	
113	255819950411894784	Lol at Justin Bieber playing beer pong.	Wed Oct 10 00:00:03 +0000 2012	
114	255819946175655937	I just want it all back.	Wed Oct 10 00:00:02 +0000 2012	
115	255819946196598784	Next time I got the munchies ima head down to KDs family restaraunt #GoodStuff	Wed Oct 10 00:00:02 +0000 2012	
116	255819950093123584	No one can feel as #helpless as the owner of a sick goldfish.	Wed Oct 10 00:00:03 +0000 2012	
117	255819950428655616	Not like my Bio ain't full enough	Wed Oct 10 00:00:03 +0000 2012	
118	255819950441254912	RT @Yellowpowranger: It's only Tuesday....seriously??	Wed Oct 10 00:00:03 +0000 2012	
119	255819950130884609	My head feels so yuck, chill with my puppy and watch some tv? Sounds good. #mansbestfriend #puppy	Wed Oct 10 00:00:03 +0000 2012	
120	255819946192433152	RT @georgie_rozsa: Both of your tweets are about each other. Shush	Wed Oct 10 00:00:02 +0000 2012	
121	255819950214750209	Am I the only person that doesn't like diced pineapples ?	Wed Oct 10 00:00:03 +0000 2012	
122	255819950151839744	"Does Pickiness Pay?
 http://t.co/M0etWk3L"	Wed Oct 10 00:00:03 +0000 2012	
123	255819946171441152	Breakfast with cat errrgh	Wed Oct 10 00:00:02 +0000 2012	
124	255819950424461312	RT @BarackObama Download, print, put it in the mail: Your three easy steps to register to vote today. http://t.co/IYyJxmJL #RegToVote	Wed Oct 10 00:00:03 +0000 2012	
125	255819946242744320	Lmao what if Rick Ross started dancin?😂😂😂😂😂	Wed Oct 10 00:00:02 +0000 2012	
126	255819950378323969	Heaven is...hearing #firstclassbroads @joigilliam @whildpeach &amp; @fatbellybella affirm #life on this... ♫ http://t.co/QqeFFH4w	Wed Oct 10 00:00:03 +0000 2012	
127	255819946280488961	I was wrong and childish	Wed Oct 10 00:00:02 +0000 2012	
128	255819946263736321	Just posted a photo  @ Ferry Building http://t.co/lTZHLj82	Wed Oct 10 00:00:02 +0000 2012	
129	255819950260887553	American Greetings is #hiring in #Washington #PA for Team Member  #job http://t.co/fs9E6bUI	Wed Oct 10 00:00:03 +0000 2012	
130	255819946196606977	It's pajama time! Good Night #bobochoses  http://t.co/JDTpyXl5 http://t.co/Ct9sGKE8	Wed Oct 10 00:00:02 +0000 2012	
131	255819950235738113	RT @KaDeeStrick: Private Practice Video Interview: How Will Violet Grieve Pete's Death http://t.co/MeuCtK1O via @tvguide	Wed Oct 10 00:00:03 +0000 2012	
132	255819950374133760	“@lovinmyteenlife: I don’t regret my past. I just regret the time I’ve wasted with the wrong people.”	Wed Oct 10 00:00:03 +0000 2012	
133	255819950172823553	Watch everybody going be putting diced pineapples in they Ciroc	Wed Oct 10 00:00:03 +0000 2012	
134	255819950462234624	Just Beat Ceirra Ahh!	Wed Oct 10 00:00:03 +0000 2012	
135	255819946259542016	Rebel Wilson Plans New Universal Comedy http://t.co/1VfOHpTy	Wed Oct 10 00:00:02 +0000 2012	
136	255819950382542848	“@The_RoyaalKid: @LadyKnyce Yep be busy today. hbu?” Im always busy, even when I'm not busy! Lol MOM = JACK OF ALL TRADES !	Wed Oct 10 00:00:03 +0000 2012	
137	255819946255331328	Does this make me look tough? #shots http://t.co/CR0TeMBu	Wed Oct 10 00:00:03 +0000 2012	
138	255819950176997376	"RT @AmyVernon: #KnowingYourAudience - @todd_park - ""God bless you. May the Force be with you."" #nytm"	Wed Oct 10 00:00:03 +0000 2012	
139	255819950072164352	RT @larry_kudlow: All @BarackObama has done since getting slammed in debate is defend #BigBird and call @MittRomney a liar over taxes. P ...	Wed Oct 10 00:00:03 +0000 2012	
140	255819950139265024	RT @ohjaibrooks: Imagine if we got Lil Wayne to tweet Daniel for his birthday, I've tried alone before but if we all tried I bet he would.	Wed Oct 10 00:00:03 +0000 2012	
141	255819950210576385	RT @NoBonezSmith: Gangnam Style - Spikey Mike / DaPitbull / Madison Alamia / No Bonez Smith: http://t.co/fY5mqnQN via @youtube Enjoy! Lo ...	Wed Oct 10 00:00:03 +0000 2012	
142	255819950177017857	"RT @dbastardo27 ""Don't hesitate in taking risks and testing out an idea that you're passionate about."" -Jennifer Hyman #quote"	Wed Oct 10 00:00:03 +0000 2012	
143	255819950462205952	So smooth &amp; clean... 2nd gen &lt;3 http://t.co/Bl0UZUD0	Wed Oct 10 00:00:03 +0000 2012	
144	255819946188222464	Diced Pineapples has slowly grew on me after hearing it so much	Wed Oct 10 00:00:02 +0000 2012	
145	255819950382538752	My baby cousin is so adorable!	Wed Oct 10 00:00:03 +0000 2012	
146	255819950118289408	Wind 0.0 mph ---. Barometer 30.07 in, Steady. Temperature 64.0 °F. Rain today 0.00 in. Humidity 72%	Wed Oct 10 00:00:03 +0000 2012	
147	255819950416068608	People say '' you dont know what you have til its gone'' some are to stupid to even realize what they lost when it is gone !	Wed Oct 10 00:00:03 +0000 2012	
148	255819950428676096	Wale killed that shit	Wed Oct 10 00:00:03 +0000 2012	
149	255819950214770689	2 of my classes were canceled how freaking great.!	Wed Oct 10 00:00:03 +0000 2012	
150	255819946267930624	Yummm. Doesn't a sandwich from Jerry's sound good!?	Wed Oct 10 00:00:02 +0000 2012	
151	255819950273478656	RT @blackbillgates: Me and my son just watched the movement get televised. #HoodRich #hoodrichanthem #longlivethehustle @DJSCREAM #HISTO ...	Wed Oct 10 00:00:03 +0000 2012	
152	255819950206357506	Looking for Travel Buddies! Puerto Rico Winter Break 2014 http://t.co/eMNtUaI6 by Vickicup	Wed Oct 10 00:00:03 +0000 2012	
153	255819946238550017	Yeah, we all know why we loved Black Widow in The Avengers movie. http://t.co/1S4uCTfM	Wed Oct 10 00:00:02 +0000 2012	
154	255819946154676224	Chief Keef Fuck my Birthday Bitch! I NEED MORE CAKE! #YOWWW	Wed Oct 10 00:00:02 +0000 2012	
155	255819950244114432	RT @Jamie_Bierman: #SectionalChamps :)	Wed Oct 10 00:00:03 +0000 2012	
156	255819950420287489	Longer wait times expected. Ontario Drs get pay cut NOT freeze. Taxed 35-40% already and 20-30% overhead. http://t.co/ry5DBw0R	Wed Oct 10 00:00:03 +0000 2012	
157	255819950114107393	Now on EVE Radio Talk : Bigcountry - Next at 0300 GMT : Available #ertnowandnext	Wed Oct 10 00:00:03 +0000 2012	
158	255819950160216064	at 01:00 7.8°C, Wind:0.0mph (---), Pressure:1017.8hPa (Falling slowly), Rain:0.0mm, Humidity:86% #cheadle #weather	Wed Oct 10 00:00:03 +0000 2012	
159	255819950143467520	Wind 2.2 mph N. Barometer 1021.2 mb, Falling slowly. Temperature 9.5 °C. Rain today 0.0 mm. Humidity 85%	Wed Oct 10 00:00:03 +0000 2012	
160	255819950273482752	bord as hell prolly jus go lay it down for a minute.	Wed Oct 10 00:00:03 +0000 2012	
161	255819946188210177	I posted a new photo to Facebook http://t.co/lWWevEV8	Wed Oct 10 00:00:02 +0000 2012	
162	255819946280484864	New Event: Benson (360 Club) at The Library, Leeds on Friday 2nd November http://t.co/xteXNJSd	Wed Oct 10 00:00:02 +0000 2012	
163	255819950185385986	They said eating a nice big piece of Pizza is like lifting you above the abundant sadness, negativity and despair... http://t.co/DBpd5r9y	Wed Oct 10 00:00:03 +0000 2012	
164	255819946221768705	Vancouver Money: Metro Vancouver housing starts strong despite slowing sales http://t.co/EmAC665Y via @WesternBiz	Wed Oct 10 00:00:02 +0000 2012	
165	255819950407680000	Somnium Animation | The Official Homepage of Somnium Animation http://t.co/eHmFB7PZ	Wed Oct 10 00:00:03 +0000 2012	
166	255819954664898561	Oh hell naw dont be pushin my man in water !	Wed Oct 10 00:00:04 +0000 2012	
167	255819954270650368	damn yu still on dat lml RT @GameTight998: Seen my instacrush in her security uniform today😘😍.	Wed Oct 10 00:00:04 +0000 2012	
168	255819958553038848	Home from work. But gotta switch over and start program writing. Gotta teach personal space and asking 4 help. Lots to do. #autism #ABA	Wed Oct 10 00:00:05 +0000 2012	
169	255819954388086784	RT @laurakcastillo: I wanna rock &amp; roll all night, and party everyday! 😝	Wed Oct 10 00:00:04 +0000 2012	
170	255819954337755137	RT @imalesbian22: I don't see how people can move on like nothing	Wed Oct 10 00:00:04 +0000 2012	
171	255819954610372608	iReally Think Im Not Into Him Todaee !	Wed Oct 10 00:00:04 +0000 2012	
172	255819958540451841	Georgia got that ass woup by south Carolina lmao	Wed Oct 10 00:00:05 +0000 2012	
173	255819954601996288	Wind 1.8 mph ENE. Barometer 1015.1 hPa, Falling slowly. Temperature 10.2 &amp;deg;C. Rain today 0.0 mm. Humidity 89%. f2.	Wed Oct 10 00:00:04 +0000 2012	
174	255819954438418433	": “@pammiegeer: @Evolution_SS @MidoriRutledge #tabata new curse word. #prowler #sprint” just accept it."" and learn to love it lol"	Wed Oct 10 00:00:04 +0000 2012	
175	255819954258067456	#ReminderBeetle wants you to set your alarm for #portsbkfstclub tomorrow! http://t.co/ML2sqV4m #648dontbelate	Wed Oct 10 00:00:04 +0000 2012	
176	255819958511104001	It is what it is . Idgaf lmao .	Wed Oct 10 00:00:05 +0000 2012	
177	255819954320994305	Ready for a change. #now.	Wed Oct 10 00:00:04 +0000 2012	
178	255819954262245376	Sometimes you gotta fall before you fly.	Wed Oct 10 00:00:04 +0000 2012	
179	255819954446815232	I really just want to get this accounting exam over with	Wed Oct 10 00:00:04 +0000 2012	
180	255819954367107072	"Alleged anti-Islam filmmaker back in court, new name 
 http://t.co/BfznuYPS #USNews"	Wed Oct 10 00:00:04 +0000 2012	
181	255819954400665600	Motorola Universal Dual-Charging Portable Power Pack Binho #HotDeals http://t.co/nUAzmOwY	Wed Oct 10 00:00:04 +0000 2012	
182	255819958536261632	RT @EmilyMix0n: So stoked for next week #homecomingweek	Wed Oct 10 00:00:05 +0000 2012	
183	255819958460743680	RT @Ayee_ItsNikkayy: “@austin43cullen: Weakness is not a reason but weakness is an excuss to those who can't finish the drill”	Wed Oct 10 00:00:05 +0000 2012	
184	255819954589421572	Monkeys are fuckin BOSSES 🐵✌	Wed Oct 10 00:00:04 +0000 2012	
185	255819954572652544	i'm the man this year	Wed Oct 10 00:00:04 +0000 2012	
186	255819954551656448	RT @TeamJColeNC: JColeNation: J. Cole Is Nominated For 2 American Music Awards http://t.co/fxGgQVbY	Wed Oct 10 00:00:04 +0000 2012	
187	255819958573993986	Royal Blue Lampwork Glass Beaded Bracelet by GlitterFrogDesigns... http://t.co/pZccz5BL	Wed Oct 10 00:00:05 +0000 2012	
188	255819954304212994	Forex Pips Bag has closed a EURUSD SELL trade at 1.28602 for 89.1 pips profit... visit http://t.co/s93gUJvN for live performance	Wed Oct 10 00:00:04 +0000 2012	
189	255819958485921792	I cannot leave until this thing is done. Mah lady needs me. Where has time been going? Ergh...	Wed Oct 10 00:00:05 +0000 2012	
190	255819954664927232	I ain't callin niggas bro no more , I ain't got no bros	Wed Oct 10 00:00:04 +0000 2012	
191	255819954388086785	"RT @AmyVernon: #KnowingYourAudience - @todd_park - ""God bless you. May the Force be with you."" #nytm"	Wed Oct 10 00:00:04 +0000 2012	
192	255819954358734850	Wale tries to be the coolest person but its weird when you know just how awkward he really is	Wed Oct 10 00:00:04 +0000 2012	
193	255819954622963712	RT @John_Tuckerr: The chick from the Diced Pineapple Video &gt;&gt;&gt;&gt;&gt;&gt;&gt; 😍😍😍😍	Wed Oct 10 00:00:04 +0000 2012	
194	255819954337771520	Six things that Joe Biden, Paul Ryan must do in their VP debate: Historically, says Emory University debate coach... http://t.co/Q3bGV8hM	Wed Oct 10 00:00:04 +0000 2012	
195	255819954409054208	A real bad bitch ain't wit the shit	Wed Oct 10 00:00:04 +0000 2012	
196	255819954375520256	Go Look at my two tweets before this one .. RT @2013Senioritis: Not that he talked about Gabz head&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;	Wed Oct 10 00:00:04 +0000 2012	
197	255819954539077633	we'd have cute kids.	Wed Oct 10 00:00:04 +0000 2012	
198	255819958460764160	I hate Akron's chairs.	Wed Oct 10 00:00:05 +0000 2012	
199	255819954547466240	"""@JettaTheGoGetta: Davien Jah'el Butler is here!!!!! :) 6:07 pm 8lbs 11 ounces!!!! #ProudMommy!!!!"" Yay congrats and Finally"	Wed Oct 10 00:00:04 +0000 2012	
200	255819954513928192	2 users followed me and one user unfollowed me today checked via http://t.co/yGJD3RIV [autotweet]	Wed Oct 10 00:00:04 +0000 2012	
201	255819954568437761	"RT @FunFreeak: 10x 2 @PERVROCKER @SinzuJNR: So having Pink Lips could be as a result of too much Pussy Eating??"""	Wed Oct 10 00:00:04 +0000 2012	
